"typ";"leitidee";"thema";"definition";"beispiel_id";"status"
"Parameter einer Exponentialfunktion aus zwei Punkten des Graphen bestimmen";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Die Parameter a und b von a · b^x aus zwei am Graphen abgelesenen Punkten bestimmen.";"2022MgrundlegendAAnalysis12-a";"neu"
"Transformation: Verschiebung einer Exponentialfunktion als Streckung nachweisen";"Analysis";"Funktionsklassen und Eigenschaften";"Mit dem Potenzgesetz zeigen, dass die Verschiebung des Graphen von b^x in x-Richtung dieselbe Wirkung hat wie eine Streckung in y-Richtung.";"2022MgrundlegendAAnalysis12-b";"neu"
"Transformation: Ableitungswert einer verschobenen Funktion über die Ausgangsfunktion berechnen";"Analysis";"Funktionsklassen und Eigenschaften";"Die Verschiebungen zwischen zwei Graphen am Term ablesen und den Ableitungswert der verschobenen Funktion über die Ableitung der Ausgangsfunktion an der verschobenen Stelle berechnen.";"2022MgrundlegendAAnalysis13";"neu"
"Fläche: Parameter einer Geraden aus dem Flächeninhalt zwischen Graph und Gerade bestimmen";"Analysis";"Flächeninhalt durch Integration";"Den Parameter einer Geraden (Steigung oder Achsenabschnitt) so bestimmen, dass die mit einem Graphen eingeschlossene Fläche einen vorgegebenen Inhalt hat: Grenzen fest oder als Schnittstellen mit Parameter, Integral als Term im Parameter, Gleichung lösen.";"2022MgrundlegendAAnalysis2";"neu"
"Übergangsprozess: Übergangsmatrix aus dem Diagramm unter zwei Darstellungen auswählen und ergänzen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus zwei vorgelegten Matrizen mit Unbekannten diejenige auswählen, die zum Übergangsdiagramm passt, und die fehlenden Einträge angeben.";"2022MgrundlegendAAGLAA11-a";"neu"
"Übergangsprozess: Eintrag von M² berechnen und Zeile von M² im Sachzusammenhang deuten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen Eintrag der Matrix M² als Zeile mal Spalte berechnen und eine Zeile von M² als Übergang über zwei Schritte deuten.";"2022MgrundlegendAAGLAA11-b";"neu"
"Matrizenalgebra: Bedingung für eine selbstinverse Matrix mit Parametern herleiten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus M⁻¹ = M die Bedingung M² = E gewinnen, sie für eine Matrix mit Parametern auswerten und Beispielwerte angeben.";"2022MgrundlegendAAGLAA12";"neu"
"Lage einer Ebene zu einer Koordinatenachse aus der Koordinatengleichung begründen";"Analytische Geometrie";"Ebenen";"Aus einer Koordinatengleichung ohne eine Variable die Lage der Ebene zu dieser Koordinatenachse begründen oder beschreiben (parallel; enthält die Achse, wenn zusätzlich das Absolutglied null ist).";"2022MgrundlegendAAGLAA211-b";"neu"
"Geraden und Ebenen: Parameter für die Orthogonalität zweier Ebenen bestimmen";"Analytische Geometrie";"Orthogonalität";"Den Parameter einer Ebenengleichung so bestimmen, dass die Normalenvektoren zweier Ebenen senkrecht stehen.";"2022MgrundlegendAAGLAA211-c";"neu"
"Ebene Figur: Gleichschenkligkeit eines Dreiecks mit Parameter über die Schenkellängen nachweisen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Zeigen, dass ein Dreieck mit einer Parameterkoordinate gleichschenklig ist, indem beide Schenkellängen als gleicher Term berechnet werden.";"2022MgrundlegendAAGLAA212-a";"neu"
"Ebene Figur: Parameter einer Ecke aus dem Flächeninhalt eines gleichschenkligen Dreiecks bestimmen";"Analytische Geometrie";"Flächeninhalt und Volumen im Raum";"Die Parameterkoordinate der Spitze eines gleichschenkligen Dreiecks aus dem vorgegebenen Flächeninhalt bestimmen, mit der Höhe vom Mittelpunkt der Basis.";"2022MgrundlegendAAGLAA212-b";"neu"
"Nichtidentität zweier paralleler Geraden über den Verbindungsvektor begründen";"Analytische Geometrie";"Geraden";"Zeigen, dass zwei parallele Geraden nicht identisch sind, weil der Verbindungsvektor der Stützpunkte kein Vielfaches des Richtungsvektors ist.";"2022MgrundlegendAAGLAA213-a";"neu"
"Parallele Gerade durch einen Teilpunkt einer Strecke bestimmen";"Analytische Geometrie";"Geraden";"Die Gleichung einer zu gegebenen Geraden parallelen Geraden aufstellen, die eine Strecke in einem durch ein Teilverhältnis festgelegten Punkt schneidet.";"2022MgrundlegendAAGLAA213-b";"neu"
"Ebene Figur: Eckpunkt eines Quadrats in einer Ebene aus zwei benachbarten Ecken berechnen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Einen weiteren Eckpunkt eines Quadrats berechnen, wenn zwei benachbarte Ecken und die Ebene des Quadrats gegeben sind: Seitenrichtung aus zwei Orthogonalitäten, Länge anpassen.";"2022MgrundlegendAAGLAA22";"neu"
"Laplace-Experiment: Ergebnisse eines zusammengesetzten Experiments zu einem Zahlenwert aufzählen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Alle Ergebnisse eines aus mehreren Zufallsgeräten zusammengesetzten Experiments angeben, die nach einer Rechenregel einen vorgegebenen Wert liefern.";"2022MgrundlegendAStochastik11-a";"neu"
"Laplace-Experiment: Wahrscheinlichkeit durch Abzählen günstiger Ergebnisse berechnen";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Wahrscheinlichkeit eines Ereignisses als Anzahl der günstigen durch Anzahl aller gleich wahrscheinlichen Ergebnisse berechnen.";"2022MgrundlegendAStochastik11-b";"neu"
"Bedingte Wahrscheinlichkeit aus Anteil und Schnittanteil berechnen";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Eine bedingte Wahrscheinlichkeit als Quotient aus dem Anteil des Schnitts und dem Anteil der Bedingung berechnen; die Anteile können im Text oder in einer Vierfeldertafel stehen.";"2022MgrundlegendAStochastik12-a";"neu"
"Anteil für genau eines von zwei Ereignissen aus Anteilen und Schnitt berechnen";"Stochastik";"Ereignisse und Mengenoperationen";"Den Anteil des ausschließenden Oders zweier Ereignisse aus den Einzelanteilen und dem Schnittanteil berechnen.";"2022MgrundlegendAStochastik12-b";"neu"
"Wahrscheinlichkeitsverteilung über ein unmögliches Ergebnis vervollständigen";"Stochastik";"Zufallsgrößen und Verteilungen";"Fehlende Wahrscheinlichkeiten einer Verteilung bestimmen, indem ein Wert der Zufallsgröße als unmöglich erkannt und der Rest über die Summe 1 ergänzt wird.";"2022MgrundlegendAStochastik13-b";"neu"
"Laplace-Experiment: Sektorwinkel eines Glücksrads aus der Maximierung einer Wahrscheinlichkeit ermitteln";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Wahrscheinlichkeit eines Ereignisses als Term in der unbekannten Sektorwahrscheinlichkeit aufstellen, das Maximum bestimmen und in einen Mittelpunktswinkel umrechnen.";"2022MgrundlegendAStochastik2";"neu"
"Integral über f aus dem Graphen der Stammfunktion bestimmen";"Analysis";"Stammfunktion und Hauptsatz";"Ein bestimmtes Integral über f mit dem Hauptsatz aus abgelesenen Werten des abgebildeten Graphen einer Stammfunktion berechnen.";"2022MerhoehtAAnalysis11-a";"neu"
"Funktionswert von f als Tangentensteigung am Graphen der Stammfunktion bestimmen";"Analysis";"Stammfunktion und Hauptsatz";"Einen Funktionswert von f als Steigung der Tangente an den abgebildeten Graphen der Stammfunktion ablesen und das Vorgehen einzeichnen.";"2022MerhoehtAAnalysis11-b";"neu"
"Scharparameter für eine vorgegebene Wendestelle berechnen";"Analysis";"Funktionsscharen und Ortskurven";"Den Parameter einer Schar so berechnen, dass eine vorgegebene Stelle Wendestelle ist (zweite Ableitung mit Parameter gleich null).";"2022MerhoehtAAnalysis12-b";"neu"
"Graph der Schar zu einem Parameterwert in die Abbildung skizzieren";"Analysis";"Funktionsscharen und Ortskurven";"Den Graphen eines Scharmitglieds zu einem vorgegebenen Parameterwert in eine Abbildung mit anderen Scharmitgliedern skizzieren.";"2022MerhoehtAAnalysis13-a";"neu"
"Existenz von Scharparametern mit beliebig vielen Schnittstellen begründen";"Analysis";"Funktionsscharen und Ortskurven";"Begründen, dass es Parameterwerte gibt, für die eine Schar einen periodischen Graphen beliebig oft schneidet (Stauchung für kleine Parameter).";"2022MerhoehtAAnalysis13-b";"neu"
"Quadratische Funktion aus senkrechtem Schnitt mit einer Geraden und einer Extrempunktbedingung ermitteln";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Die Gleichung einer quadratischen Funktion aus einem Punkt, der Orthogonalität zu einer Geraden dort und einer Bedingung an die Koordinaten des Extrempunkts ermitteln.";"2022MerhoehtAAnalysis2";"neu"
"Übergangsprozess: Matrixeintrag im Sachzusammenhang deuten";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Einen Eintrag der Übergangsmatrix oder eine Zahl des Übergangsdiagramms als Anteil oder Faktor eines Übergangs zwischen zwei Zuständen deuten.";"2022MerhoehtAAGLAA111-a";"neu"
"Übergangsprozess: Unbekannte Anzahl aus einer Bedingung an den Folgezustand berechnen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Eine unbekannte Komponente des Startvektors aus einer Bedingung an eine Komponente des Folgevektors über eine Zeile des Matrix-Vektor-Produkts berechnen.";"2022MerhoehtAAGLAA111-b";"neu"
"Übergangsprozess: Matrix bei geänderter Reihenfolge der Zustände angeben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Übergangsmatrix für eine andere Reihenfolge der Zustände im Vektor angeben (Zeilen und Spalten gleich umsortieren).";"2022MerhoehtAAGLAA111-c";"neu"
"Matrizenalgebra: Faktor aus M² als Vielfachem der Einheitsmatrix ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"M² berechnen und den Faktor a mit M² = a · E ablesen.";"2022MerhoehtAAGLAA112-a";"neu"
"Matrizenalgebra: Erhalt der Spaltensumme unter einer stochastischen Matrix allgemein nachweisen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Mit allgemeiner Matrix zeigen, dass eine stochastische Matrix die Komponentensumme eines Vektors erhält oder dass ihr Quadrat wieder stochastisch ist (Spaltensummen über a + c = 1, b + d = 1).";"2022MerhoehtAAGLAA12-b";"neu"
"Gerade in einer Ebene parallel zu einer Geraden mit kleinstem Abstand bestimmen";"Analytische Geometrie";"Abstände";"Zu einer Geraden parallel zur Ebene die Gerade in der Ebene bestimmen, die parallel ist und den kleinsten Abstand hat: durch den Lotfußpunkt eines Punktes der Geraden.";"2022MerhoehtAAGLAA211-b";"neu"
"Spiegelebene aus Punkt und Spiegelpunkt bestimmen";"Analytische Geometrie";"Spiegelung";"Die Koordinatengleichung der Spiegelebene aus einem Punkt und seinem Spiegelpunkt aufstellen: Verbindungsvektor als Normalenvektor, Mittelpunkt in der Ebene.";"2022MerhoehtAAGLAA212-a";"neu"
"Punkt auf der Spiegelachse mit vorgegebenem Abstandsverhältnis zur Spiegelebene bestimmen";"Analytische Geometrie";"Spiegelung";"Einen Punkt auf der Geraden durch Punkt und Spiegelpunkt bestimmen, dessen Abstand zur Spiegelebene in einem vorgegebenen Verhältnis zum Abstand des Punktes steht.";"2022MerhoehtAAGLAA212-b";"neu"
"Geraden und Ebenen: Mittelsenkrechte einer Strecke parallel zu einer Koordinatenebene bestimmen";"Analytische Geometrie";"Orthogonalität";"Die Gleichung der Mittelsenkrechten einer Strecke aufstellen, deren Richtungsvektor parallel zu einer Koordinatenebene und senkrecht zur Strecke ist.";"2022MerhoehtAAGLAA213";"neu"
"Dreieck: Streckenverhältnis am Lot im Quadrat über ähnliche Dreiecke begründen";"Analytische Geometrie";"Orthogonalität";"Ein Streckenverhältnis am Lotfußpunkt in einer Quadratfigur ohne Koordinaten über die Ähnlichkeit rechtwinkliger Dreiecke begründen.";"2022MerhoehtAAGLAA221-a";"neu"
"Vektorterm für einen Punkt aus Lotfußpunkt, Abstand und Richtungsvektor angeben";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Den Ortsvektor eines Punktes als Lotfußpunkt plus Abstand mal Einheitsvektor einer gegebenen Richtung angeben.";"2022MerhoehtAAGLAA221-b";"neu"
"Gemeinsame Gerade aller Ebenen einer Schar aus der Abbildung begründen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Begründen, dass alle Ebenen einer Schar eine abgebildete Gerade enthalten, indem zwei abgelesene Punkte der Geraden die Schargleichung für jeden Parameter erfüllen.";"2022MerhoehtAAGLAA222-a";"neu"
"Darstellung einer Ebene im Schrägbild als Gerade beurteilen";"Analytische Geometrie";"Ebenen";"Beurteilen, ob eine Ebene im Schrägbild mit einer Geraden zusammenfällt, indem ein weiterer Punkt der Ebene projiziert wird.";"2022MerhoehtAAGLAA222-b";"neu"
"Verteilungen zweier Zufallsgrößen den Säulendiagrammen zuordnen";"Stochastik";"Zufallsgrößen und Verteilungen";"Zwei beschriebene Zufallsgrößen den passenden Säulendiagrammen zuordnen und die Zuordnung über Symmetrie und Verhältnisse einzelner Wahrscheinlichkeiten begründen.";"2022MerhoehtAStochastik11-b";"neu"
"Wahrscheinlichkeit für das Erreichen eines Feldes über die Pfadregel berechnen";"Stochastik";"Baumdiagramm und Pfadregeln";"Die Wahrscheinlichkeit berechnen, ein Feld eines Spielfelds zu erreichen, wenn nur ein Pfad von Zügen dorthin führt.";"2022MerhoehtAStochastik12-a";"neu"
"Wahrscheinlichkeit außerhalb eines symmetrischen Intervalls über die Symmetrie der Normalverteilung berechnen";"Stochastik";"Normalverteilung und Sigma-Regeln";"Aus der Wahrscheinlichkeit eines um den Erwartungswert symmetrischen Intervalls die Wahrscheinlichkeit einer Seite außerhalb über die Symmetrie berechnen.";"2022MerhoehtAStochastik13-a";"neu"
"Dichtefunktion mit gleichem Erwartungswert und größerer Standardabweichung skizzieren";"Stochastik";"Normalverteilung und Sigma-Regeln";"In die Abbildung einer Dichtefunktion eine zweite mit gleichem Erwartungswert und größerer Standardabweichung skizzieren (breiter und niedriger).";"2022MerhoehtAStochastik13-b";"neu"
"Kugelzahl für den größten Erwartungswert der Auszahlung ermitteln";"Stochastik";"Kenngrößen von Verteilungen";"Die vom Spieler wählbare Kugelzahl bestimmen, die den Erwartungswert der Auszahlung maximiert, wenn die Kugelzahl Wahrscheinlichkeit und Auszahlung zugleich bestimmt.";"2022MerhoehtAStochastik21";"neu"
"Term für das Gegenereignis einer festen Häufigkeitsverteilung bei mehreren Würfen angeben";"Stochastik";"Kombinatorik";"Einen Term für die Wahrscheinlichkeit angeben, dass eine vorgegebene Häufigkeitsverteilung der Ergebnisse nicht eintritt: Gegenereignis mit Anordnungen als Produkt von Binomialkoeffizienten.";"2022MerhoehtAStochastik22-b";"neu"
"Integralwert: Vorgehen zur grafischen Bestimmung eines Integrals beschreiben";"Analysis";"Flächeninhalt durch Integration";"Beschreiben, wie ein bestimmtes Integral aus dem Graphen bestimmt werden kann (Kästchen zählen, Kästchenfläche, Vorzeichen), ohne es auszuführen.";"2021MgrundlegendAAnalysis11-b";"neu"
"Nullstellen und Werte: Unpassende Graphen zu einem Funktionsterm ausschließen";"Analysis";"Funktionsklassen und Eigenschaften";"Unter vorgelegten Graphen die ausschließen, die nicht zum Term passen, über einen Funktionswert oder die Nichtkonstanz der Steigung.";"2021MgrundlegendAAnalysis12-a";"neu"
"Bestimmtes Integral einer trigonometrischen Funktion über eine Periode berechnen";"Analysis";"Stammfunktion und Hauptsatz";"Ein bestimmtes Integral über sin oder cos plus Konstante über eine volle Periode berechnen (der trigonometrische Anteil liefert null).";"2021MgrundlegendAAnalysis13-a";"neu"
"Transformation: Funktionsterm nach Streckung in x-Richtung und Verschiebung angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Den Term der Funktion angeben, deren Graph durch Streckung in x-Richtung und Verschiebung in y-Richtung aus einem gegebenen Graphen entsteht.";"2021MgrundlegendAAnalysis13-b";"neu"
"Verflechtung: Verflechtungsmatrix aus dem Diagramm angeben";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Matrix einer Produktionsstufe aus den Bedarfsangaben eines Verflechtungsdiagramms angeben.";"2021MgrundlegendAAGLAA111-a";"neu"
"Verflechtung: Produktionsmengen aus dem Rohstoffverbrauch über ein Gleichungssystem ermitteln";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die hergestellten Mengen der Endprodukte aus dem Rohstoffverbrauch über die Matrix-Vektor-Gleichung als lineares Gleichungssystem ermitteln.";"2021MgrundlegendAAGLAA111-b";"neu"
"Lage eines Punktes zu einem Vektorterm im Quader beschreiben";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Die Lage des Punktes beschreiben, dessen Ortsvektor als Term aus den Ortsvektoren der Ecken eines Quaders gegeben ist (Mittelpunkt einer Strecke, Flächenmitte).";"2021MgrundlegendAAGLAA12-a";"neu"
"Punkt zu einem Vektorterm in das Schrägbild einzeichnen";"Analytische Geometrie";"Vektoren und Rechenoperationen";"Den Punkt mit einem als Vektorterm gegebenen Ortsvektor in das Schrägbild eines Körpers einzeichnen.";"2021MgrundlegendAAGLAA12-b";"neu"
"Abhängigkeit eines Skalarprodukts nur von der Seitenlänge allgemein begründen";"Analytische Geometrie";"Skalarprodukt und Winkel";"Ohne Koordinaten begründen, dass ein Skalarprodukt aus Ortsvektoren eines Körpers nur von einer Abmessung abhängt: ausmultiplizieren, Orthogonalität nutzen, Betrag deuten.";"2021MgrundlegendAAGLAA12-c";"neu"
"Lösungsmenge eines Gleichungssystems mit zwei Variablen als Gerade zeichnen und eine Lösung angeben";"Analytische Geometrie";"Lineare Gleichungssysteme";"Die unendlich vielen Lösungen eines Gleichungssystems mit zwei Variablen als Gerade darstellen und eine Lösung zu einem vorgegebenen Wert angeben.";"2021MgrundlegendAAGLAA211-a";"neu"
"Koeffizienten für ein unlösbares Gleichungssystem angeben und begründen";"Analytische Geometrie";"Lineare Gleichungssysteme";"Koeffizienten einer Gleichung so wählen, dass das Gleichungssystem keine Lösung hat (gleiche linke Seite bis auf einen Faktor, andere rechte Seite), und den Widerspruch zeigen.";"2021MgrundlegendAAGLAA211-b";"neu"
"Bayes-Term im Sachzusammenhang deuten";"Stochastik";"Bedingte Wahrscheinlichkeit und Bayes";"Einen Quotienten aus Pfadwahrscheinlichkeiten als bedingte Wahrscheinlichkeit im Sachzusammenhang deuten (Zähler ein Pfad, Nenner die Summe der Pfade zum Ereignis).";"2021MgrundlegendAStochastik11-b";"neu"
"Unpassende Säulendiagramme zu einer Binomialverteilung begründet ausschließen";"Stochastik";"Binomialverteilung";"Für vorgelegte Säulendiagramme begründen, dass sie nicht die Verteilung einer beschriebenen binomialverteilten Zufallsgröße zeigen (Lage des Maximums, Summe 1, Wertebereich).";"2021MgrundlegendAStochastik12-b";"neu"
"Tangentensteigung in einem Punkt über die Ableitung nachweisen";"Analysis";"Tangente, Normale, Schnittwinkel";"Die Steigung der Tangente in einem Punkt des Graphen über den Ableitungswert nachweisen.";"2021MerhoehtAAnalysis11-a";"neu"
"Fläche: Fläche zwischen Graph und zwei Tangenten berechnen";"Analysis";"Flächeninhalt durch Integration";"Den Inhalt der Fläche zwischen einem Graphen und zwei sich schneidenden Tangenten berechnen: Tangentengleichungen, Schnittpunkt, Integrale der Differenzen (auch über Symmetrie).";"2021MerhoehtAAnalysis11-b";"neu"
"Ableitung mit Parameter in faktorisierter Form nachweisen";"Analysis";"Ableitungsregeln";"Eine vorgegebene faktorisierte Ableitung einer ganzrationalen Funktion mit Parameter durch Ableiten und Ausklammern nachweisen.";"2021MerhoehtAAnalysis12-a";"neu"
"Scharparameter aus der y-Koordinate der Tiefpunkte ermitteln";"Analysis";"Funktionsscharen und Ortskurven";"Den Parameter einer Schar aus der vorgegebenen y-Koordinate der Extrempunkte ermitteln: Extremstellen mit Parameter, Funktionswert gleichsetzen.";"2021MerhoehtAAnalysis12-b";"neu"
"Ableitung eines Produkts mit e-Funktion in vorgegebener Form nachweisen";"Analysis";"Ableitungsregeln";"Eine vorgegebene erste oder zweite Ableitung eines Produkts aus Potenz oder Polynom und e-Funktion mit Produkt- und Kettenregel nachweisen und in die vorgegebene Form bringen.";"2021MerhoehtAAnalysis13-a";"neu"
"Zeitpunkt der größten Rate aus der Ableitung angeben";"Analysis";"Ableitung und Änderungsrate";"Den Zeitpunkt der größten Rate im Sachzusammenhang als Nullstelle der gegebenen Ableitung angeben.";"2021MerhoehtAAnalysis13-b";"neu"
"Term für einen Bestand aus einer Rate über ein Integral angeben";"Analysis";"Rekonstruktion von Beständen";"Einen Term für die in einem Zeitraum angefallene Menge als Integral über die Rate angeben, mit Grenzen aus dem Zeitraum und Umrechnung der Einheit.";"2021MerhoehtAAnalysis13-c";"neu"
"Symmetrie: Weiteren Extrempunkt aus der Symmetrie des Graphen angeben";"Analysis";"Funktionsklassen und Eigenschaften";"Aus einem bekannten Extrempunkt und der Achsen- oder Punktsymmetrie des Graphen einen weiteren Extrempunkt mit seiner Art angeben.";"2021MerhoehtAAnalysis21-a";"neu"
"Symmetrie: Symmetrie eines Produkts symmetrischer Funktionen allgemein nachweisen";"Analysis";"Funktionsklassen und Eigenschaften";"Ohne Terme nachweisen, welche Symmetrie ein aus achsen- und punktsymmetrischen Funktionen gebildetes Produkt hat (h(−x) umformen).";"2021MerhoehtAAnalysis21-b";"neu"
"Tangentensteigung aus dem Graphen der Ableitung ablesen";"Analysis";"Ableitungsgraph und Funktionsgraph";"Die Steigung der Tangente an einer Stelle als Wert des abgebildeten Ableitungsgraphen ablesen.";"2021MerhoehtAAnalysis22-a";"neu"
"Nullstelle der Tangente an einen gestreckten Graphen als parameterunabhängig nachweisen";"Analysis";"Tangente, Normale, Schnittwinkel";"Für eine in y-Richtung gestreckte Schar die Tangente in einem Punkt mit Parameter aufstellen und zeigen, dass ihre Nullstelle nicht vom Streckfaktor abhängt.";"2021MerhoehtAAnalysis22-b";"neu"
"Matrizenalgebra: Parameter für gleiche Spur von Matrix und Inverser bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Die Inverse einer Parametermatrix über M · X = E bestimmen und den Parameter so wählen, dass Matrix und Inverse dieselbe Spur haben.";"2021MerhoehtAAGLAA111";"neu"
"Parallelität einer Geraden zu einer Koordinatenachse über die Koordinaten begründen";"Analytische Geometrie";"Geraden";"Begründen, dass die Gerade durch zwei Punkte parallel zu einer Koordinatenachse ist, weil die beiden anderen Koordinaten übereinstimmen.";"2021MerhoehtAAGLAA112-a";"neu"
"Dreieck: Punkte auf einer Koordinatenachse mit rechtem Winkel zu zwei Punkten bestimmen";"Analytische Geometrie";"Orthogonalität";"Alle Punkte einer Koordinatenachse bestimmen, von denen aus zwei gegebene Punkte unter einem rechten Winkel erscheinen (Skalarprodukt mit Parameter, quadratische Gleichung).";"2021MerhoehtAAGLAA112-b";"neu"
"Verflechtung: Rohstoffmenge aus den übrigen Rohstoffen über die Gesamtmatrix bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Aus zwei bekannten Rohstoffverbräuchen die Produktionsmengen und daraus den dritten Verbrauch über die Gesamtmatrix bestimmen.";"2021MerhoehtAAGLAA113-a";"neu"
"Verflechtung: Unbekannte Bedarfe im Diagramm aus der Gesamtmatrix bestimmen";"Analytische Geometrie";"Matrizen und Übergangsprozesse";"Unbekannte Einträge eines Verflechtungsdiagramms aus der gegebenen Gesamtmatrix über die Wege durch die Zwischenstufe bestimmen.";"2021MerhoehtAAGLAA113-b";"neu"
"Ebene Figur: Parallelogramm über gleiche Verbindungsvektoren nachweisen";"Analytische Geometrie";"Punkte und Strecken im Koordinatensystem";"Nachweisen, dass vier Punkte ein Parallelogramm bilden, weil zwei gegenüberliegende Verbindungsvektoren gleich sind.";"2021MerhoehtAAGLAA121-a";"neu"
"Dreieck: Teilverhältnis eines Punktes auf einer Strecke aus einem rechten Winkel ermitteln";"Analytische Geometrie";"Orthogonalität";"Den Punkt einer Strecke mit Parameter ansetzen, aus einem rechten Winkel den Parameter bestimmen und in ein Teilverhältnis übersetzen.";"2021MerhoehtAAGLAA121-b";"neu"
"Spiegelpunkt an einer Ebene über die Lotgerade bestimmen";"Analytische Geometrie";"Spiegelung";"Den Spiegelpunkt eines Punktes an einer Ebene bestimmen: Lotgerade mit dem Normalenvektor, Schnitt mit der Ebene, Parameter verdoppeln.";"2021MerhoehtAAGLAA211-b";"neu"
"Scharparameter für Orthogonalität von Gerade und Ebene bestimmen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Den Parameter einer Geradenschar so bestimmen, dass der Richtungsvektor kollinear zum Normalenvektor einer Ebene ist.";"2021MerhoehtAAGLAA213-a";"neu"
"Existenz eines Scharparameters für eine Gerade in der Ebene untersuchen";"Analytische Geometrie";"Scharen von Geraden und Ebenen";"Untersuchen, ob eine Gerade der Schar in einer Ebene liegt: Stützpunkt in der Ebene, Richtungsvektor senkrecht zum Normalenvektor als Gleichung im Parameter.";"2021MerhoehtAAGLAA213-b";"neu"
"Vierfeldertafel mit Parameter vervollständigen und einen Parameterwert ausschließen";"Stochastik";"Vierfeldertafel";"Eine Vierfeldertafel mit Einträgen in einem Parameter vervollständigen und einen Parameterwert über eine negative Wahrscheinlichkeit ausschließen.";"2021MerhoehtAStochastik11-a";"neu"
"Parameter für die Unabhängigkeit zweier Ereignisse aus der Vierfeldertafel ermitteln";"Stochastik";"Unabhängigkeit";"Den Parameter einer Vierfeldertafel so ermitteln, dass die Produktformel P(A) · P(B) = P(A∩B) gilt.";"2021MerhoehtAStochastik11-b";"neu"
"Standardabweichung einer Binomialverteilung aus n und Erwartungswert berechnen";"Stochastik";"Kenngrößen von Verteilungen";"Aus n und dem Erwartungswert p bestimmen und daraus die Standardabweichung berechnen.";"2021MerhoehtAStochastik12-a";"neu"
"Wahrscheinlichkeit eines symmetrischen Intervalls über die Symmetrie der Binomialverteilung berechnen";"Stochastik";"Binomialverteilung";"Für p = 0,5 die Wahrscheinlichkeit eines um den Erwartungswert symmetrischen Intervalls aus einer Randwahrscheinlichkeit über die Symmetrie berechnen.";"2021MerhoehtAStochastik12-b";"neu"
"Wahrscheinlichkeit p aus der Summe 1 im Diagramm nachweisen";"Stochastik";"Zufallsgrößen und Verteilungen";"Den Wert eines Parameters p nachweisen, mit dem die Säulenhöhen einer Verteilung angegeben sind, über die Summe 1.";"2021MerhoehtAStochastik13-a";"neu"
"Laplace-Experiment: Urnenmodell zu einer vorgegebenen Verteilung beschreiben";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Ein Urnenexperiment mit farbigen Kugeln beschreiben, das eine vorgegebene Wahrscheinlichkeitsverteilung erzeugt (Kugelzahlen im Verhältnis der Wahrscheinlichkeiten, Zuordnung der Werte).";"2021MerhoehtAStochastik13-c";"neu"
"Laplace-Experiment: Kugelzahl aus zwei Wahrscheinlichkeitsbedingungen vor und nach einem Austausch ermitteln";"Stochastik";"Zufallsexperimente und Urnenmodelle";"Die Kugelzahl eines Behälters aus Anteilsangaben vor und nach dem Austausch von Kugeln ermitteln (Pfadwahrscheinlichkeit als Quadrat des Anteils, Bruchgleichung).";"2021MerhoehtAStochastik21-b";"neu"
"Erwartungswertgleichung für einen Glücksradparameter aus den Spielregeln herleiten";"Stochastik";"Kenngrößen von Verteilungen";"Aus Spielregeln mit unbekannter Sektorwahrscheinlichkeit die Auszahlungsfälle und ihre Wahrscheinlichkeiten bestimmen und die Gleichung Erwartungswert gleich Einsatz aufstellen.";"2021MerhoehtAStochastik22";"neu"
"Berührung des Graphen mit der x-Achse über die Extrempunkte begründen";"Analysis";"Kurvenuntersuchung";"Begründen, dass die x-Achse den Graphen in genau einem Punkt berührt: Berühren nur in einem Extrempunkt mit Funktionswert null, Funktionswerte der Extremstellen prüfen.";"2020MgrundlegendAAnalysis11-b";"neu"
"Quadratische Funktion aus Ursprung und Tangentengleichung bestimmen";"Analysis";"Rekonstruktion von Funktionsgleichungen";"Den Term einer quadratischen Funktion aus einem Punkt und einer Tangentengleichung (Funktionswert und Steigung an der Berührstelle) über ein Gleichungssystem bestimmen.";"2020MgrundlegendAAnalysis12";"neu"
